category|assess|associ|consid|current|establish|first|found|influenc|initi|mani|marker|purpos|specif|achiev|acid|action|administ|administr|advanc|affect|agent|aim|alter|anim|apoptosi|assay|bind|biolog|cellular|chang|character|chemotherapi|complex|compound|concentr|cultur|cycl|cytokin|damag|depend|describ|differenti|direct|dna|dose|drug|drug_nam|efficaci|either|elev|enhanc|exhibit|experi|exposur|form|furthermor|generat|growth|immun|induc|induct|infect|inflammatori|inhibit|inhibitor|inject|interact|kinas|line|manner|mechan|mediat|metabol|mice|modul|molecular|moreov|oral|oxid|partial|pathway|phase|plasma|play|produc|product|profil|prolifer|promot|properti|protect|rat|receptor|reduct|regimen|regul|releas|resist|respond|safeti|shown|signal|stimul|stress|suppress|therapeut|tissu|toler|toxic|transcript|understand|upregul|various|via|vitro|vivo|week|wherea|X95.|abil|accord|accur|accuraci|adjust|allow|appli|applic|area|arteri|auc|best|better|biomark|bodi|calcul|cardiac|cardiovascular|care|characterist|classif|classifi|cohort|collect|complic|confid|consecut|coronari|cox|criteria|curv|cutoff|decis|defin|deriv|diabet|diagnos|diagnosi|diagnost|discrimin|enrol|estim|exist|failur|followup|futur|genet|good|hazardratio|health|heart|help|highrisk|histori|hospit|identif|imag|incid|independ|index|inform|intern|interv|intervent|logist|manag|men|mortal|multivari|negat|oddsratio|oper|optim|paramet|particip|point|poor|practic|predictor|pressur|preval|probabl|prognosi|prognost|proport|propos|prospect|ratio|record|regard|regress|relationship|relev|retrospect|score|screen|set|size|stage|statist|status|stratif|strong|subsequ|surgeri|syndrom|tool|undergo|underw|unit|util|valid|variabl|will|women
risk_prediction|Y|N|N|N|N|Y|N|Y|N|N|N|Y|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|Y|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|Y|N|Y|Y|N|N|N|N|N|N|N|N|Y|N|N|Y|N|N|Y|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|Y|N|N|N|Y|N|N|N|N|N|Y
risk_prediction|N|Y|N|Y|N|Y|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|Y|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N
risk_prediction|Y|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|Y
risk_prediction|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|Y|N|N|N|N|N|N|N|N|Y|N|N|N|N|Y|N|N|N|N|N|Y|N|N|N|N|Y|N|N|N|N|N|Y|N|N|N|N|Y|N|Y|N|Y|Y|N|N|N|N|N|N|Y|Y|N|N|N|N|Y|Y|Y|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|Y|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N
risk_prediction|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|Y|N|N|Y|Y|N|N|N|N|N|N|Y|N|N|Y|N|N|N|N|N|N|N|Y|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|Y|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N
risk_prediction|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N
risk_prediction|Y|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|Y|N|Y|Y|Y|N|N|Y|N|N|N|N|Y|N|N|N|N|N|N|N|N|Y|N|N|Y|N|N|N|Y|N|N|N|N|N|N|Y|Y|N|N|N|N|N|N|N|N|N|N|N|Y
risk_prediction|N|Y|N|N|Y|N|N|N|N|N|Y|Y|Y|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|Y|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N
risk_prediction|N|N|Y|N|N|Y|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|Y|N|N|N|Y|N|N|N|N|Y|N|N|Y|N|N|Y|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|Y|N|N|N|N|Y|N|N|N|N|N|N|Y|N|N|Y|N|N|N|N|N|N|N|N|Y|N|N|N|Y|N|N|N|Y|N|N|N|N|N|Y|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|Y
risk_prediction|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|Y|N|N|N|N|Y|N|N|N|N|Y|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|Y|N|Y
risk_prediction|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|Y|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y
risk_prediction|Y|N|Y|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|Y|Y|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|Y|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|Y|N|N|Y|N
risk_prediction|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N
risk_prediction|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|Y|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|Y|N|N|N|N|N|N|N|Y|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N
risk_prediction|Y|Y|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|Y|N|N|N|N|Y|N|Y|Y|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|Y|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|Y
risk_prediction|Y|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|Y|Y|Y|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|Y|Y|Y|N|Y|N|Y|N|Y|Y|Y|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|Y|N|N|Y|N|N|N|N|N|N|N|N|N|N|Y|N|Y|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|Y|N|Y|N|Y|Y|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|Y
risk_prediction|N|Y|N|N|N|Y|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|Y|N|N|N|N|Y|N|N|N|Y|N|N|N|N|N|N|Y|Y|Y|N|Y|N|N|N|N|N|N|Y|N|N|N|Y|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|Y|N|N|Y|N|N|N|N|Y|Y|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|Y|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|Y|N|N
risk_prediction|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|Y|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|Y|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N
risk_prediction|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N
risk_prediction|Y|Y|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|Y|N|N|N|N|N|Y|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|Y|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N
risk_prediction|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|Y|N|N|N|Y|Y|N|N|N|N|N|N|N|N|Y|N|Y|Y|N|N|N|N|N|N|Y|Y|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|Y|N|N|N
risk_prediction|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|Y|Y|N|N|N|N|N|N|N|Y|Y|Y|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|Y|N|N|N|N|N|N|Y|N|Y|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N
risk_prediction|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|Y|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|Y|N|N|N|Y|N|N|N|N|Y|N|N|N|N|N|N|N|N|Y|N|N|N|Y|N|N|N|N|N|N|Y|N|N|N|N|N|N|Y|N|N|Y|N|N|N|N|Y|N|N|N|N|N|N|N|Y|N|N|Y|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N
risk_prediction|Y|N|N|N|Y|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|Y|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|Y|N|N|N|Y|N|Y|N|Y|Y|N|N|N|N|Y|N|N|N|N|N|Y|N|N|N|N|N|Y|N|N|Y|N|N|N|N|N|N|Y|N|N|N|Y|N|N|Y|N|Y|N|N|N|N|N|N|N|N|N|Y|N|N|N|Y|N|Y|N|Y|N|N|N|Y|N|Y|N|N|N|N|Y|Y|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|Y|Y|N|N|N|N|N|N|N|N|N|N|N|N
risk_prediction|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N
risk_prediction|N|Y|N|N|Y|Y|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|Y|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|Y|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Y|Y|N|N|Y|N|Y|N|Y|N|N|N|N|N|N|N|N|N|N|N|N
